t,x,y,z,speed_mps,speed_kmh,steer,throttle,lap,mode,cam
9.078758,-16.780426,-11.899808,-0.001503,2.750844,9.903037,0.083481,0.809331,0,trail,3
9.112244,-16.882658,-11.923079,-0.001364,2.744236,9.879249,0.182523,0.746450,0,trail,3
9.145261,-16.962280,-11.942069,-0.001176,2.743531,9.876711,0.207342,0.763627,0,trail,3
9.177919,-17.056110,-11.965451,-0.001244,2.751141,9.904109,0.198302,0.779490,0,trail,3
9.211350,-17.143124,-11.988709,-0.001037,2.730188,9.828677,0.183947,0.761744,0,trail,3
9.244241,-17.227562,-12.011939,-0.001074,2.748090,9.893125,0.166883,0.753283,0,trail,3
9.277791,-17.305231,-12.034616,-0.001040,2.682705,9.657739,0.157947,0.738230,0,trail,3
9.310977,-17.405748,-12.066832,-0.000606,2.705129,9.738463,0.232631,0.724459,0,trail,3
9.344711,-17.475273,-12.089334,-0.000922,2.705216,9.738776,0.244907,0.754581,0,trail,3
9.376944,-17.562666,-12.119871,-0.000835,2.685300,9.667080,0.210925,0.752822,0,trail,3
9.410675,-17.651798,-12.152520,-0.000845,2.702566,9.729236,0.218946,0.731194,0,trail,3
9.443230,-17.716261,-12.177480,-0.000788,2.658211,9.569560,0.225658,0.738705,0,trail,3
9.476742,-17.822588,-12.220674,-0.000826,2.686224,9.670405,0.194897,0.704982,0,trail,3
